StudentID,Student,Class,Section,Subject,Marks,Attendance,Month
100004,Manya Pandey,CSE,B,Physics,88,65,Jan
100004,Manya Pandey,CSE,B,Chemistry,96,67,Jan
100004,Manya Pandey,CSE,B,Programming,95,56,Jan
100004,Manya Pandey,CSE,B,English,49,92,Jan
100004,Manya Pandey,CSE,B,Math,93,66,Feb
100004,Manya Pandey,CSE,B,Physics,88,55,Feb
100004,Manya Pandey,CSE,B,Chemistry,92,62,Feb
100004,Manya Pandey,CSE,B,Programming,61,57,Feb
100004,Manya Pandey,CSE,B,English,93,58,Feb
100004,Manya Pandey,CSE,B,Math,58,89,Mar
100004,Manya Pandey,CSE,B,Physics,91,61,Mar
100004,Manya Pandey,CSE,B,Chemistry,86,55,Mar
100004,Manya Pandey,CSE,B,Programming,84,63,Mar
100004,Manya Pandey,CSE,B,English,53,97,Mar
100005,Sai Bose,IT,B,Math,43,77,Jan
100005,Sai Bose,IT,B,Physics,46,90,Jan
100005,Sai Bose,IT,B,Chemistry,62,89,Jan
100005,Sai Bose,IT,B,Programming,60,77,Jan
100005,Sai Bose,IT,B,English,43,81,Jan
100005,Sai Bose,IT,B,Math,60,86,Feb
100005,Sai Bose,IT,B,Physics,51,87,Feb
100005,Sai Bose,IT,B,Chemistry,51,80,Feb
100005,Sai Bose,IT,B,Programming,42,82,Feb
100005,Sai Bose,IT,B,English,45,87,Feb
100005,Sai Bose,IT,B,Math,54,86,Mar
100005,Sai Bose,IT,B,Physics,50,87,Mar
100005,Sai Bose,IT,B,Chemistry,46,91,Mar
100005,Sai Bose,IT,B,Programming,49,80,Mar
100005,Sai Bose,IT,B,English,42,89,Mar
100006,Tanvi Das,IT,B,Math,54,100,Jan
100006,Tanvi Das,IT,B,Physics,42,96,Jan
100006,Tanvi Das,IT,B,Chemistry,58,93,Jan
100006,Tanvi Das,IT,B,Programming,53,100,Jan
100006,Tanvi Das,IT,B,English,49,94,Jan
100006,Tanvi Das,IT,B,Math,66,100,Feb
100006,Tanvi Das,IT,B,Physics,57,96,Feb
100006,Tanvi Das,IT,B,Chemistry,63,95,Feb
100006,Tanvi Das,IT,B,Programming,58,97,Feb
100006,Tanvi Das,IT,B,English,58,95,Feb
100006,Tanvi Das,IT,B,Math,71,93,Mar
100006,Tanvi Das,IT,B,Physics,78,96,Mar
100006,Tanvi Das,IT,B,Chemistry,73,100,Mar
100006,Tanvi Das,IT,B,Programming,68,98,Mar
100006,Tanvi Das,IT,B,English,80,100,Mar
100007,Manya Soni,EEE,B,Math,83,87,Jan
100007,Manya Soni,EEE,B,Physics,97,97,Jan
100007,Manya Soni,EEE,B,Chemistry,94,84,Jan
100007,Manya Soni,EEE,B,Programming,87,93,Jan
100007,Manya Soni,EEE,B,English,88,89,Jan
100007,Manya Soni,EEE,B,Math,69,97,Feb
100007,Manya Soni,EEE,B,Physics,80,87,Feb
100007,Manya Soni,EEE,B,Chemistry,88,95,Feb
100007,Manya Soni,EEE,B,Programming,85,90,Feb
100007,Manya Soni,EEE,B,English,82,94,Feb
100007,Manya Soni,EEE,B,Math,76,86,Mar
100007,Manya Soni,EEE,B,Physics,64,87,Mar
100007,Manya Soni,EEE,B,Chemistry,67,86,Mar
100007,Manya Soni,EEE,B,Programming,62,95,Mar
100007,Manya Soni,EEE,B,English,66,86,Mar
100008,Vihaan Gupta,MECH,B,Math,87,57,Jan
100008,Vihaan Gupta,MECH,B,Physics,97,65,Jan
100008,Vihaan Gupta,MECH,B,Chemistry,59,97,Jan
100008,Vihaan Gupta,MECH,B,Programming,49,89,Jan
100008,Vihaan Gupta,MECH,B,English,91,68,Jan
100008,Vihaan Gupta,MECH,B,Math,92,70,Feb
100008,Vihaan Gupta,MECH,B,Physics,48,92,Feb
100008,Vihaan Gupta,MECH,B,Chemistry,56,90,Feb
100008,Vihaan Gupta,MECH,B,Programming,86,59,Feb
100008,Vihaan Gupta,MECH,B,English,92,56,Feb
100008,Vihaan Gupta,MECH,B,Math,93,68,Mar
100008,Vihaan Gupta,MECH,B,Physics,94,68,Mar
100008,Vihaan Gupta,MECH,B,Chemistry,95,58,Mar
100008,Vihaan Gupta,MECH,B,Programming,52,96,Mar
100008,Vihaan Gupta,MECH,B,English,52,92,Mar
100009,Rohan Bhat,CSE,D,Math,42,88,Jan
100009,Rohan Bhat,CSE,D,Physics,87,67,Jan
100009,Rohan Bhat,CSE,D,Chemistry,95,66,Jan
100009,Rohan Bhat,CSE,D,Programming,93,59,Jan
100009,Rohan Bhat,CSE,D,English,100,64,Jan
100009,Rohan Bhat,CSE,D,Math,52,94,Feb
100009,Rohan Bhat,CSE,D,Physics,37,95,Feb
100009,Rohan Bhat,CSE,D,Chemistry,42,89,Feb
100009,Rohan Bhat,CSE,D,Programming,93,72,Feb
100009,Rohan Bhat,CSE,D,English,59,90,Feb
100009,Rohan Bhat,CSE,D,Math,96,65,Mar
100009,Rohan Bhat,CSE,D,Physics,88,59,Mar
100009,Rohan Bhat,CSE,D,Chemistry,91,66,Mar
100009,Rohan Bhat,CSE,D,Programming,91,69,Mar
100009,Rohan Bhat,CSE,D,English,57,88,Mar
100010,Rahul Nair,IT,B,Math,53,62,Jan
100010,Rahul Nair,IT,B,Physics,50,61,Jan
100010,Rahul Nair,IT,B,Chemistry,56,61,Jan
100010,Rahul Nair,IT,B,Programming,43,70,Jan
100010,Rahul Nair,IT,B,English,44,61,Jan
100010,Rahul Nair,IT,B,Math,54,75,Feb
100010,Rahul Nair,IT,B,Physics,51,75,Feb
100010,Rahul Nair,IT,B,Chemistry,60,70,Feb
100010,Rahul Nair,IT,B,Programming,62,61,Feb
100010,Rahul Nair,IT,B,English,57,72,Feb
100010,Rahul Nair,IT,B,Math,77,70,Mar
100010,Rahul Nair,IT,B,Physics,70,75,Mar
100010,Rahul Nair,IT,B,Chemistry,60,63,Mar
100010,Rahul Nair,IT,B,Programming,77,70,Mar
100010,Rahul Nair,IT,B,English,72,64,Mar
100011,Diya Malhotra,MECH,B,Math,91,62,Jan
100011,Diya Malhotra,MECH,B,Physics,90,66,Jan
100011,Diya Malhotra,MECH,B,Chemistry,85,72,Jan
100011,Diya Malhotra,MECH,B,Programming,82,67,Jan
100011,Diya Malhotra,MECH,B,English,86,71,Jan
100011,Diya Malhotra,MECH,B,Math,87,64,Feb
100011,Diya Malhotra,MECH,B,Physics,84,73,Feb
100011,Diya Malhotra,MECH,B,Chemistry,79,68,Feb
100011,Diya Malhotra,MECH,B,Programming,78,63,Feb
100011,Diya Malhotra,MECH,B,English,79,65,Feb
100011,Diya Malhotra,MECH,B,Math,72,70,Mar
100011,Diya Malhotra,MECH,B,Physics,68,71,Mar
100011,Diya Malhotra,MECH,B,Chemistry,73,73,Mar
100011,Diya Malhotra,MECH,B,Programming,75,65,Mar
100011,Diya Malhotra,MECH,B,English,63,67,Mar
100012,Vivaan Pandey,EEE,B,Math,94,65,Jan
100012,Vivaan Pandey,EEE,B,Physics,85,69,Jan
100012,Vivaan Pandey,EEE,B,Chemistry,87,65,Jan
100012,Vivaan Pandey,EEE,B,Programming,80,67,Jan
100012,Vivaan Pandey,EEE,B,English,83,68,Jan
100012,Vivaan Pandey,EEE,B,Math,85,65,Feb
100012,Vivaan Pandey,EEE,B,Physics,86,64,Feb
100012,Vivaan Pandey,EEE,B,Chemistry,90,56,Feb
100012,Vivaan Pandey,EEE,B,Programming,94,66,Feb
100012,Vivaan Pandey,EEE,B,English,90,56,Feb
100012,Vivaan Pandey,EEE,B,Math,80,66,Mar
100012,Vivaan Pandey,EEE,B,Physics,91,62,Mar
100012,Vivaan Pandey,EEE,B,Chemistry,96,68,Mar
100012,Vivaan Pandey,EEE,B,Programming,87,61,Mar
100012,Vivaan Pandey,EEE,B,English,92,58,Mar
100013,Navya Das,ECE,D,Math,51,95,Jan
100013,Navya Das,ECE,D,Physics,47,88,Jan
100013,Navya Das,ECE,D,Chemistry,47,85,Jan
100013,Navya Das,ECE,D,Programming,52,89,Jan
100013,Navya Das,ECE,D,English,44,98,Jan
100013,Navya Das,ECE,D,Math,59,91,Feb
100013,Navya Das,ECE,D,Physics,57,94,Feb
100013,Navya Das,ECE,D,Chemistry,59,96,Feb
100013,Navya Das,ECE,D,Programming,63,93,Feb
100013,Navya Das,ECE,D,English,66,97,Feb
100013,Navya Das,ECE,D,Math,77,96,Mar
100013,Navya Das,ECE,D,Physics,74,92,Mar
100013,Navya Das,ECE,D,Chemistry,79,90,Mar
100013,Navya Das,ECE,D,Programming,65,93,Mar
100013,Navya Das,ECE,D,English,70,90,Mar
100014,Dev Patel,MECH,C,Math,60,70,Jan
100014,Dev Patel,MECH,C,Physics,49,66,Jan
100014,Dev Patel,MECH,C,Chemistry,41,63,Jan
100014,Dev Patel,MECH,C,Programming,56,66,Jan
100014,Dev Patel,MECH,C,English,50,65,Jan
100014,Dev Patel,MECH,C,Math,44,72,Feb
100014,Dev Patel,MECH,C,Physics,50,74,Feb
100014,Dev Patel,MECH,C,Chemistry,47,65,Feb
100014,Dev Patel,MECH,C,Programming,55,69,Feb
100014,Dev Patel,MECH,C,English,54,70,Feb
100014,Dev Patel,MECH,C,Math,42,74,Mar
100014,Dev Patel,MECH,C,Physics,51,70,Mar
100014,Dev Patel,MECH,C,Chemistry,54,71,Mar
100014,Dev Patel,MECH,C,Programming,61,77,Mar
100014,Dev Patel,MECH,C,English,50,70,Mar
100015,Lavanya Patel,MECH,D,Math,48,76,Jan
100015,Lavanya Patel,MECH,D,Physics,43,67,Jan
100015,Lavanya Patel,MECH,D,Chemistry,52,62,Jan
100015,Lavanya Patel,MECH,D,Programming,45,72,Jan
100015,Lavanya Patel,MECH,D,English,51,67,Jan
100015,Lavanya Patel,MECH,D,Math,60,66,Feb
100015,Lavanya Patel,MECH,D,Physics,61,65,Feb
100015,Lavanya Patel,MECH,D,Chemistry,57,68,Feb
100015,Lavanya Patel,MECH,D,Programming,61,68,Feb
100015,Lavanya Patel,MECH,D,English,52,63,Feb
100015,Lavanya Patel,MECH,D,Math,65,68,Mar
100015,Lavanya Patel,MECH,D,Physics,62,75,Mar
100015,Lavanya Patel,MECH,D,Chemistry,67,68,Mar
100015,Lavanya Patel,MECH,D,Programming,72,67,Mar
100015,Lavanya Patel,MECH,D,English,69,64,Mar
100016,Reyansh Agarwal,CIVIL,A,Math,46,96,Jan
100016,Reyansh Agarwal,CIVIL,A,Physics,45,88,Jan
100016,Reyansh Agarwal,CIVIL,A,Chemistry,51,94,Jan
100016,Reyansh Agarwal,CIVIL,A,Programming,44,99,Jan
100016,Reyansh Agarwal,CIVIL,A,English,59,99,Jan
100016,Reyansh Agarwal,CIVIL,A,Math,62,99,Feb
100016,Reyansh Agarwal,CIVIL,A,Physics,66,91,Feb
100016,Reyansh Agarwal,CIVIL,A,Chemistry,56,93,Feb
100016,Reyansh Agarwal,CIVIL,A,Programming,54,100,Feb
100016,Reyansh Agarwal,CIVIL,A,English,62,95,Feb
100016,Reyansh Agarwal,CIVIL,A,Math,66,93,Mar
100016,Reyansh Agarwal,CIVIL,A,Physics,78,100,Mar
100016,Reyansh Agarwal,CIVIL,A,Chemistry,67,95,Mar
100016,Reyansh Agarwal,CIVIL,A,Programming,67,89,Mar
100016,Reyansh Agarwal,CIVIL,A,English,74,90,Mar
100017,Lavanya Iyer,ECE,B,Math,48,96,Jan
100017,Lavanya Iyer,ECE,B,Physics,92,70,Jan
100017,Lavanya Iyer,ECE,B,Chemistry,88,71,Jan
100017,Lavanya Iyer,ECE,B,Programming,91,56,Jan
100017,Lavanya Iyer,ECE,B,English,91,59,Jan
100017,Lavanya Iyer,ECE,B,Math,87,70,Feb
100017,Lavanya Iyer,ECE,B,Physics,90,58,Feb
100017,Lavanya Iyer,ECE,B,Chemistry,83,67,Feb
100017,Lavanya Iyer,ECE,B,Programming,89,63,Feb
100017,Lavanya Iyer,ECE,B,English,56,96,Feb
100017,Lavanya Iyer,ECE,B,Math,55,97,Mar
100017,Lavanya Iyer,ECE,B,Physics,44,96,Mar
100017,Lavanya Iyer,ECE,B,Chemistry,96,70,Mar
100017,Lavanya Iyer,ECE,B,Programming,90,62,Mar
100017,Lavanya Iyer,ECE,B,English,56,90,Mar
100018,Rohan Joshi,ECE,B,Math,41,70,Jan
100018,Rohan Joshi,ECE,B,Physics,57,68,Jan
100018,Rohan Joshi,ECE,B,Chemistry,48,67,Jan
100018,Rohan Joshi,ECE,B,Programming,56,61,Jan
100018,Rohan Joshi,ECE,B,English,41,72,Jan
100018,Rohan Joshi,ECE,B,Math,42,68,Feb
100018,Rohan Joshi,ECE,B,Physics,56,61,Feb
100018,Rohan Joshi,ECE,B,Chemistry,57,67,Feb
100018,Rohan Joshi,ECE,B,Programming,50,61,Feb
100018,Rohan Joshi,ECE,B,English,50,70,Feb
100018,Rohan Joshi,ECE,B,Math,41,64,Mar
100018,Rohan Joshi,ECE,B,Physics,52,72,Mar
100018,Rohan Joshi,ECE,B,Chemistry,46,62,Mar
100018,Rohan Joshi,ECE,B,Programming,41,61,Mar
100018,Rohan Joshi,ECE,B,English,37,59,Mar
100019,Sai Chopra,MECH,C,Math,81,59,Jan
100019,Sai Chopra,MECH,C,Physics,91,68,Jan
100019,Sai Chopra,MECH,C,Chemistry,43,90,Jan
100019,Sai Chopra,MECH,C,Programming,91,61,Jan
100019,Sai Chopra,MECH,C,English,51,92,Jan
100019,Sai Chopra,MECH,C,Math,91,71,Feb
100019,Sai Chopra,MECH,C,Physics,91,69,Feb
100019,Sai Chopra,MECH,C,Chemistry,49,95,Feb
100019,Sai Chopra,MECH,C,Programming,58,93,Feb
100019,Sai Chopra,MECH,C,English,100,62,Feb
100019,Sai Chopra,MECH,C,Math,43,90,Mar
100019,Sai Chopra,MECH,C,Physics,84,59,Mar
100019,Sai Chopra,MECH,C,Chemistry,51,95,Mar
100019,Sai Chopra,MECH,C,Programming,56,94,Mar
100019,Sai Chopra,MECH,C,English,54,88,Mar
100020,Nandini Singh,CIVIL,D,Math,48,87,Jan
100020,Nandini Singh,CIVIL,D,Physics,55,76,Jan
100020,Nandini Singh,CIVIL,D,Chemistry,48,83,Jan
100020,Nandini Singh,CIVIL,D,Programming,44,81,Jan
100020,Nandini Singh,CIVIL,D,English,50,84,Jan
100020,Nandini Singh,CIVIL,D,Math,63,85,Feb
100020,Nandini Singh,CIVIL,D,Physics,55,74,Feb
100020,Nandini Singh,CIVIL,D,Chemistry,59,77,Feb
100020,Nandini Singh,CIVIL,D,Programming,56,77,Feb
100020,Nandini Singh,CIVIL,D,English,58,86,Feb
100020,Nandini Singh,CIVIL,D,Math,73,85,Mar
100020,Nandini Singh,CIVIL,D,Physics,73,86,Mar
100020,Nandini Singh,CIVIL,D,Chemistry,63,82,Mar
100020,Nandini Singh,CIVIL,D,Programming,69,74,Mar
100020,Nandini Singh,CIVIL,D,English,72,87,Mar
100021,Ira Mishra,EEE,A,Math,84,82,Jan
100021,Ira Mishra,EEE,A,Physics,87,82,Jan
100021,Ira Mishra,EEE,A,Chemistry,83,85,Jan
100021,Ira Mishra,EEE,A,Programming,94,77,Jan
100021,Ira Mishra,EEE,A,English,79,78,Jan
100021,Ira Mishra,EEE,A,Math,78,85,Feb
100021,Ira Mishra,EEE,A,Physics,74,85,Feb
100021,Ira Mishra,EEE,A,Chemistry,81,85,Feb
100021,Ira Mishra,EEE,A,Programming,81,80,Feb
100021,Ira Mishra,EEE,A,English,80,83,Feb
100021,Ira Mishra,EEE,A,Math,71,75,Mar
100021,Ira Mishra,EEE,A,Physics,75,76,Mar
100021,Ira Mishra,EEE,A,Chemistry,72,81,Mar
100021,Ira Mishra,EEE,A,Programming,65,71,Mar
100021,Ira Mishra,EEE,A,English,76,78,Mar
100022,Dev Pandey,IT,B,Math,86,84,Jan
100022,Dev Pandey,IT,B,Physics,88,87,Jan
100022,Dev Pandey,IT,B,Chemistry,87,86,Jan
100022,Dev Pandey,IT,B,Programming,78,85,Jan
100022,Dev Pandey,IT,B,English,88,96,Jan
100022,Dev Pandey,IT,B,Math,73,96,Feb
100022,Dev Pandey,IT,B,Physics,82,84,Feb
100022,Dev Pandey,IT,B,Chemistry,89,98,Feb
100022,Dev Pandey,IT,B,Programming,74,95,Feb
100022,Dev Pandey,IT,B,English,89,90,Feb
100022,Dev Pandey,IT,B,Math,64,97,Mar
100022,Dev Pandey,IT,B,Physics,61,94,Mar
100022,Dev Pandey,IT,B,Chemistry,74,97,Mar
100022,Dev Pandey,IT,B,Programming,66,86,Mar
100022,Dev Pandey,IT,B,English,62,85,Mar
100023,Rahul Saxena,CIVIL,B,Math,72,85,Jan
100023,Rahul Saxena,CIVIL,B,Physics,74,97,Jan
100023,Rahul Saxena,CIVIL,B,Chemistry,57,96,Jan
100023,Rahul Saxena,CIVIL,B,Programming,76,95,Jan
100023,Rahul Saxena,CIVIL,B,English,73,97,Jan
100023,Rahul Saxena,CIVIL,B,Math,81,97,Feb
100023,Rahul Saxena,CIVIL,B,Physics,61,86,Feb
100023,Rahul Saxena,CIVIL,B,Chemistry,65,87,Feb
100023,Rahul Saxena,CIVIL,B,Programming,72,89,Feb
100023,Rahul Saxena,CIVIL,B,English,60,87,Feb
100023,Rahul Saxena,CIVIL,B,Math,74,85,Mar
100023,Rahul Saxena,CIVIL,B,Physics,80,94,Mar
100023,Rahul Saxena,CIVIL,B,Chemistry,73,89,Mar
100023,Rahul Saxena,CIVIL,B,Programming,75,96,Mar
100023,Rahul Saxena,CIVIL,B,English,72,91,Mar
100024,Lavanya Mukherjee,ECE,B,Math,85,67,Jan
100024,Lavanya Mukherjee,ECE,B,Physics,87,75,Jan
100024,Lavanya Mukherjee,ECE,B,Chemistry,89,67,Jan
100024,Lavanya Mukherjee,ECE,B,Programming,89,68,Jan
100024,Lavanya Mukherjee,ECE,B,English,91,65,Jan
100024,Lavanya Mukherjee,ECE,B,Math,74,70,Feb
100024,Lavanya Mukherjee,ECE,B,Physics,77,71,Feb
100024,Lavanya Mukherjee,ECE,B,Chemistry,67,70,Feb
100024,Lavanya Mukherjee,ECE,B,Programming,82,68,Feb
100024,Lavanya Mukherjee,ECE,B,English,74,73,Feb
100024,Lavanya Mukherjee,ECE,B,Math,60,62,Mar
100024,Lavanya Mukherjee,ECE,B,Physics,67,66,Mar
100024,Lavanya Mukherjee,ECE,B,Chemistry,73,61,Mar
100024,Lavanya Mukherjee,ECE,B,Programming,76,71,Mar
100024,Lavanya Mukherjee,ECE,B,English,64,74,Mar
100025,Lavanya Pandey,CIVIL,C,Math,45,77,Jan
100025,Lavanya Pandey,CIVIL,C,Physics,51,82,Jan
100025,Lavanya Pandey,CIVIL,C,Chemistry,55,80,Jan
100025,Lavanya Pandey,CIVIL,C,Programming,55,81,Jan
100025,Lavanya Pandey,CIVIL,C,English,52,83,Jan
100025,Lavanya Pandey,CIVIL,C,Math,56,72,Feb
100025,Lavanya Pandey,CIVIL,C,Physics,61,75,Feb
100025,Lavanya Pandey,CIVIL,C,Chemistry,64,75,Feb
100025,Lavanya Pandey,CIVIL,C,Programming,51,74,Feb
100025,Lavanya Pandey,CIVIL,C,English,59,82,Feb
100025,Lavanya Pandey,CIVIL,C,Math,62,69,Mar
100025,Lavanya Pandey,CIVIL,C,Physics,72,78,Mar
100025,Lavanya Pandey,CIVIL,C,Chemistry,66,83,Mar
100025,Lavanya Pandey,CIVIL,C,Programming,72,78,Mar
100025,Lavanya Pandey,CIVIL,C,English,77,76,Mar
100026,Suhani Saxena,CSE,B,Math,61,77,Jan
100026,Suhani Saxena,CSE,B,Physics,38,89,Jan
100026,Suhani Saxena,CSE,B,Chemistry,42,80,Jan
100026,Suhani Saxena,CSE,B,Programming,46,87,Jan
100026,Suhani Saxena,CSE,B,English,43,90,Jan
100026,Suhani Saxena,CSE,B,Math,43,82,Feb
100026,Suhani Saxena,CSE,B,Physics,38,76,Feb
100026,Suhani Saxena,CSE,B,Chemistry,58,80,Feb
100026,Suhani Saxena,CSE,B,Programming,51,87,Feb
100026,Suhani Saxena,CSE,B,English,31,84,Feb
100026,Suhani Saxena,CSE,B,Math,41,89,Mar
100026,Suhani Saxena,CSE,B,Physics,54,82,Mar
100026,Suhani Saxena,CSE,B,Chemistry,45,82,Mar
100026,Suhani Saxena,CSE,B,Programming,47,81,Mar
100026,Suhani Saxena,CSE,B,English,34,81,Mar
100027,Ishaan Naidu,IT,A,Math,52,84,Jan
100027,Ishaan Naidu,IT,A,Physics,55,79,Jan
100027,Ishaan Naidu,IT,A,Chemistry,49,81,Jan
100027,Ishaan Naidu,IT,A,Programming,40,87,Jan
100027,Ishaan Naidu,IT,A,English,40,81,Jan
100027,Ishaan Naidu,IT,A,Math,36,83,Feb
100027,Ishaan Naidu,IT,A,Physics,38,78,Feb
100027,Ishaan Naidu,IT,A,Chemistry,60,86,Feb
100027,Ishaan Naidu,IT,A,Programming,49,88,Feb
100027,Ishaan Naidu,IT,A,English,44,83,Feb
100027,Ishaan Naidu,IT,A,Math,51,81,Mar
100027,Ishaan Naidu,IT,A,Physics,38,82,Mar
100027,Ishaan Naidu,IT,A,Chemistry,41,77,Mar
100027,Ishaan Naidu,IT,A,Programming,40,84,Mar
100027,Ishaan Naidu,IT,A,English,47,83,Mar
100028,Shreya Menon,IT,D,Math,77,70,Jan
100028,Shreya Menon,IT,D,Physics,76,64,Jan
100028,Shreya Menon,IT,D,Chemistry,77,61,Jan
100028,Shreya Menon,IT,D,Programming,74,59,Jan
100028,Shreya Menon,IT,D,English,77,56,Jan
100028,Shreya Menon,IT,D,Math,94,58,Feb
100028,Shreya Menon,IT,D,Physics,91,70,Feb
100028,Shreya Menon,IT,D,Chemistry,87,61,Feb
100028,Shreya Menon,IT,D,Programming,82,64,Feb
100028,Shreya Menon,IT,D,English,79,65,Feb
100028,Shreya Menon,IT,D,Math,83,60,Mar
100028,Shreya Menon,IT,D,Physics,82,66,Mar
100028,Shreya Menon,IT,D,Chemistry,84,69,Mar
100028,Shreya Menon,IT,D,Programming,92,65,Mar
100028,Shreya Menon,IT,D,English,92,59,Mar
100029,Aryan Menon,EEE,B,Math,79,90,Jan
100029,Aryan Menon,EEE,B,Physics,66,85,Jan
100029,Aryan Menon,EEE,B,Chemistry,67,96,Jan
100029,Aryan Menon,EEE,B,Programming,66,90,Jan
100029,Aryan Menon,EEE,B,English,72,88,Jan
100029,Aryan Menon,EEE,B,Math,65,98,Feb
100029,Aryan Menon,EEE,B,Physics,70,93,Feb
100029,Aryan Menon,EEE,B,Chemistry,62,85,Feb
100029,Aryan Menon,EEE,B,Programming,62,98,Feb
100029,Aryan Menon,EEE,B,English,72,85,Feb
100029,Aryan Menon,EEE,B,Math,55,88,Mar
100029,Aryan Menon,EEE,B,Physics,69,86,Mar
100029,Aryan Menon,EEE,B,Chemistry,63,94,Mar
100029,Aryan Menon,EEE,B,Programming,75,98,Mar
100029,Aryan Menon,EEE,B,English,62,94,Mar
100030,Manya Bose,CSE,A,Math,80,57,Jan
100030,Manya Bose,CSE,A,Physics,89,63,Jan
100030,Manya Bose,CSE,A,Chemistry,51,89,Jan
100030,Manya Bose,CSE,A,Programming,58,98,Jan
100030,Manya Bose,CSE,A,English,92,66,Jan
100030,Manya Bose,CSE,A,Math,50,93,Feb
100030,Manya Bose,CSE,A,Physics,89,71,Feb
100030,Manya Bose,CSE,A,Chemistry,54,94,Feb
100030,Manya Bose,CSE,A,Programming,91,62,Feb
100030,Manya Bose,CSE,A,English,90,65,Feb
100030,Manya Bose,CSE,A,Math,85,55,Mar
100030,Manya Bose,CSE,A,Physics,58,97,Mar
100030,Manya Bose,CSE,A,Chemistry,53,92,Mar
100030,Manya Bose,CSE,A,Programming,39,88,Mar
100030,Manya Bose,CSE,A,English,49,90,Mar
100031,Kiara Yadav,CIVIL,B,Math,51,69,Jan
100031,Kiara Yadav,CIVIL,B,Physics,49,71,Jan
100031,Kiara Yadav,CIVIL,B,Chemistry,48,65,Jan
100031,Kiara Yadav,CIVIL,B,Programming,60,70,Jan
100031,Kiara Yadav,CIVIL,B,English,47,58,Jan
100031,Kiara Yadav,CIVIL,B,Math,52,61,Feb
100031,Kiara Yadav,CIVIL,B,Physics,66,64,Feb
100031,Kiara Yadav,CIVIL,B,Chemistry,57,69,Feb
100031,Kiara Yadav,CIVIL,B,Programming,68,64,Feb
100031,Kiara Yadav,CIVIL,B,English,60,70,Feb
100031,Kiara Yadav,CIVIL,B,Math,77,70,Mar
100031,Kiara Yadav,CIVIL,B,Physics,67,64,Mar
100031,Kiara Yadav,CIVIL,B,Chemistry,65,71,Mar
100031,Kiara Yadav,CIVIL,B,Programming,78,62,Mar
100031,Kiara Yadav,CIVIL,B,English,71,68,Mar
100032,Navya Nair,IT,A,Math,40,94,Jan
100032,Navya Nair,IT,A,Physics,44,83,Jan
100032,Navya Nair,IT,A,Chemistry,55,90,Jan
100032,Navya Nair,IT,A,Programming,44,86,Jan
